	gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	group	FC_4
FBgn0000057	FBgn0000057	682.648317882294	-0.023549850792121	0.121581340907846	-0.193696258128712	0.846413721938721	0.964369569852937	No-Change	
FBgn0000061	FBgn0000061	1.57835265432906	0.310106426909765	1.48005727850577	0.209523260628698	0.83403977898219	NA	No-Change	
FBgn0000063	FBgn0000063	404.771774959063	0.205592739602959	0.129916344850343	1.58250095351583	0.113535254813798	0.435368124845184	No-Change	
FBgn0000064	FBgn0000064	7917.16080656924	0.299544253664895	0.10345668245306	2.89535916445807	0.00378724930720218	0.0399144641118374	No-Change	
FBgn0000071	FBgn0000071	342.2384071951	2.67958365080541	0.182611754743093	14.6736646530513	9.50687349754823e-49	8.95547483469043e-46	Up	FBgn0000071
FBgn0000075	FBgn0000075	2.0524421521127	-0.414316618286785	1.20415946940145	-0.344071220477741	0.730792725756376	NA	No-Change	
FBgn0000077	FBgn0000077	224.199083286086	-0.055965058876164	0.156728955616072	-0.357081808247722	0.721030562854203	0.929597080647469	No-Change	
FBgn0000078	FBgn0000078	29.0157817140274	-1.02026003036775	0.397263629025981	-2.56821907625736	0.0102222529836423	0.0874513226996157	No-Change	
FBgn0000079	FBgn0000079	159.515293800957	-1.06709582155844	0.354053870808126	-3.01393632308777	0.00257881925678829	0.0294652690822792	Down	
FBgn0000083	FBgn0000083	5442.63170454361	-0.00828809271687311	0.134450902940107	-0.0616440093419468	0.950846329175895	0.990032178654546	No-Change	
FBgn0000084	FBgn0000084	1695.91002088768	-0.148623275155572	0.17043273680712	-0.872034785921263	0.38318940080705	0.770194343300657	No-Change	
FBgn0000092	FBgn0000092	12.6128982724471	0.753564351530624	0.497203125965513	1.51560662469144	0.129618850944712	0.468817669927163	No-Change	
FBgn0000094	FBgn0000094	21.0900088710877	0.452451865414309	0.452641769083297	0.999580454827729	0.317513585752758	0.724234316528381	No-Change	
FBgn0000097	FBgn0000097	3047.82384416528	0.0070429191490143	0.121621870324471	0.0579083279201738	0.953821649535139	0.990713460870893	No-Change	
FBgn0000099	FBgn0000099	1.6717340460854	-0.442704651623682	1.43490295957003	-0.308525847459635	0.757682235429063	NA	No-Change	
FBgn0000100	FBgn0000100	25406.8374384528	-0.161214186381344	0.130427071812836	-1.23604849929229	0.21644053649969	0.608617866814053	No-Change	
FBgn0000108	FBgn0000108	50.0739541500761	0.205864541837576	0.371054924940226	0.554808811312069	0.579025439596001	0.870386112924628	No-Change	
FBgn0000109	FBgn0000109	132.528164098497	-0.240012844845263	0.280810968804902	-0.854713211049871	0.39270993500899	0.775022245484213	No-Change	
FBgn0000114	FBgn0000114	3.69120564589978	-0.0148607006855744	1.08919901737166	-0.0136436963755574	0.989114243042136	NA	No-Change	
FBgn0000115	FBgn0000115	572.481675889813	0.0639572272601481	0.119346116821563	0.535897010840928	0.592029730455572	0.877568256789158	No-Change	
FBgn0000116	FBgn0000116	658.392246950606	1.2907858844584	0.189937542960905	6.79584385654647	1.07680355290318e-11	8.77801973222417e-10	Up	
FBgn0000117	FBgn0000117	10812.682313563	0.156734041118816	0.116529514105606	1.34501582986757	0.178620122602962	0.555137182575377	No-Change	
FBgn0000119	FBgn0000119	643.493604010952	-0.105325583399854	0.119175976278884	-0.883782006143433	0.376813901638794	0.766467988812438	No-Change	
FBgn0000121	FBgn0000121	9.0803732161961	0.0817995868699065	0.616227522985425	0.132742507951631	0.894397023833478	0.97840504227648	No-Change	
FBgn0000139	FBgn0000139	647.194002893582	-0.403365732473946	0.112238700309293	-3.59382041454866	0.000325864479909962	0.0053644253605372	No-Change	
FBgn0000140	FBgn0000140	946.001367635105	0.0718790076683905	0.144463458308351	0.497558403419693	0.618795328565219	0.890570671392349	No-Change	
FBgn0000142	FBgn0000142	1905.92194472857	-0.0986950845658191	0.107085041478384	-0.921651457601026	0.356710408392766	0.751831916509661	No-Change	
FBgn0000146	FBgn0000146	1576.30641475813	0.490157617872292	0.0996347156167789	4.91954651386336	8.67449531797864e-07	2.91339449764716e-05	No-Change	
FBgn0000147	FBgn0000147	415.443457019284	0.419669830003666	0.139503732354716	3.00830539025702	0.0026270899830187	0.0298959313772248	No-Change	
FBgn0000150	FBgn0000150	8947.89987679134	0.277537418232639	0.144274551593532	1.92367548654424	0.0543952725512057	0.279323513439807	No-Change	
FBgn0000152	FBgn0000152	510.941052499106	0.136056985682346	0.141819367387375	0.959368160984038	0.337373308800841	0.738745387165098	No-Change	
FBgn0000153	FBgn0000153	24.8029621201495	-0.195180312240613	0.411798201116824	-0.473970774304675	0.635520748301696	0.899039696996793	No-Change	
FBgn0000157	FBgn0000157	0.284854336053305	-1.66858963846358	3.61566496159028	-0.461489008574977	0.644447805397917	NA	No-Change	
FBgn0000158	FBgn0000158	6.04274854909531	0.127613564823169	0.701597205128853	0.181890070100454	0.855668997421177	0.967248234684898	No-Change	
FBgn0000163	FBgn0000163	896.117248934645	-0.121624718760853	0.154944937719927	-0.784954452533954	0.432480274081257	0.800560647087532	No-Change	
FBgn0000166	FBgn0000166	8.04614313802891	-0.0158868361331661	0.703317274706629	-0.0225884344157377	0.981978569474556	0.995362782401397	No-Change	
FBgn0000171	FBgn0000171	6836.91863140907	-0.029380872750729	0.162676456411255	-0.18060924978875	0.856674295006834	0.967694876666838	No-Change	
FBgn0000173	FBgn0000173	1545.76153518692	0.153717759444	0.119276700136885	1.28874926341515	0.197485269867274	0.583576200046968	No-Change	
FBgn0000179	FBgn0000179	1.06412667893113	0.803687496112106	1.84746163808461	0.435022562603976	0.663546050320567	NA	No-Change	
FBgn0000180	FBgn0000180	27.406851861645	0.397327510212399	0.400187290724098	0.992853894718836	0.320781160977943	0.726393331428289	No-Change	
FBgn0000181	FBgn0000181	13451.8877259857	-0.166771093079447	0.100921023999816	-1.65249109124925	0.0984344797463339	0.399024288828902	No-Change	
FBgn0000182	FBgn0000182	3.81786308209388	-0.205920891964877	0.914310499090519	-0.2252198702407	0.821808232293164	NA	No-Change	
FBgn0000183	FBgn0000183	2642.64636343421	-0.0134256765585249	0.0844951286365808	-0.158892906314985	0.873753249634728	0.973002466316188	No-Change	
FBgn0000210	FBgn0000210	1573.20060566926	0.0341015687202633	0.153325583312762	0.222412776677335	0.823992566543365	0.962483992258816	No-Change	
FBgn0000212	FBgn0000212	3287.46496086775	0.099425464574101	0.104690072530937	0.949712443314233	0.34225838533476	0.742524136191794	No-Change	
FBgn0000221	FBgn0000221	208.619887169355	-0.252386226027429	0.16318650476215	-1.54661211964366	0.121956805475128	0.451639778623092	No-Change	
FBgn0000228	FBgn0000228	781.171311238561	-0.104993468418698	0.125346956055247	-0.837622800927224	0.402242583009236	0.781262913803506	No-Change	
FBgn0000229	FBgn0000229	907.485966864453	-0.11438224144436	0.181634111633953	-0.629739867778112	0.528864793832639	0.852083556877481	No-Change	
FBgn0000233	FBgn0000233	5.15742636729756	-0.916230520470724	0.841706202701361	-1.08853958486962	0.27635697124258	NA	No-Change	
FBgn0000239	FBgn0000239	2481.48623953556	-0.0279284397271468	0.0946931579006946	-0.29493619545813	0.768042621163767	0.94688385684853	No-Change	
FBgn0000241	FBgn0000241	8.27984527194858	0.0515911990046262	0.737266036365692	0.0699763673625085	0.94421246963016	0.989715584104127	No-Change	
FBgn0000242	FBgn0000242	160.670287460628	0.11429263190356	0.16457576627409	0.694468174088359	0.487388652935879	0.831849048573724	No-Change	
FBgn0000244	FBgn0000244	510.186928378688	-0.397801345398239	0.133800670953733	-2.97308931683754	0.00294818646850598	0.032630189138373	No-Change	
FBgn0000246	FBgn0000246	176.411724125697	0.168165269449605	0.306884510088423	0.547975749578078	0.583708554284834	0.873393557806202	No-Change	
FBgn0000247	FBgn0000247	2662.77441957903	-0.162857488178653	0.121347127847352	-1.34207946300565	0.179570231999654	0.556404646928405	No-Change	
FBgn0000250	FBgn0000250	2251.33709227092	-0.101571143429296	0.105972500924044	-0.958466984770863	0.337827331866624	0.738745387165098	No-Change	
FBgn0000251	FBgn0000251	1.97492562228389	0.427990027520388	1.19879710900951	0.357016232608377	0.721079653618695	NA	No-Change	
FBgn0000253	FBgn0000253	10292.4207422362	0.0796761988163157	0.152799623107906	0.521442377904617	0.602058636559203	0.882506124273371	No-Change	
FBgn0000256	FBgn0000256	2184.41274629441	-0.450826538047394	0.129605590742375	-3.47844977570087	0.000504322934933427	0.00783306807644569	No-Change	
FBgn0000257	FBgn0000257	753.279359362576	0.0572815508207221	0.143756502625554	0.39846232883061	0.690289421458814	0.919088537127838	No-Change	
FBgn0000258	FBgn0000258	1079.57216744893	0.0602734276775631	0.391732751607407	0.153863641552159	0.877717252502684	0.974790123752283	No-Change	
FBgn0000259	FBgn0000259	2030.25470905424	-0.0472323683685229	0.179754596906649	-0.262760280856973	0.792735351305078	0.953705925554864	No-Change	
FBgn0000261	FBgn0000261	1903.17593821783	-0.162761950662554	0.127439939996912	-1.27716593923772	0.201543669221718	0.591659044389083	No-Change	
FBgn0000273	FBgn0000273	2102.23775428587	-0.125562660406589	0.149092162007171	-0.842181498451606	0.399686368302975	0.779871353388406	No-Change	
FBgn0000276	FBgn0000276	69.4968591125523	0.152137799948774	0.412343003448723	0.368959334040679	0.712158036268223	0.925172514784247	No-Change	
FBgn0000277	FBgn0000277	31.9807517700358	-0.487069153070899	0.504665677870938	-0.965132313189448	0.334478543985731	0.737697475523161	No-Change	
FBgn0000278	FBgn0000278	44.7028436452136	-0.669781736759094	0.299853975701251	-2.23369303406004	0.0255032776615225	0.168088782175032	No-Change	
FBgn0000279	FBgn0000279	98.3131469190713	0.489264354749909	0.230590500733868	2.12178885597107	0.033855472885175	0.204580683621179	No-Change	
FBgn0000280	FBgn0000280	0.49493356146143	1.02304051726293	2.68355377264375	0.381226017414609	0.703035545105049	NA	No-Change	
FBgn0000281	FBgn0000281	0.992636089494352	-0.361138404009409	1.76066200839805	-0.205115122770209	0.837482181365398	NA	No-Change	
FBgn0000283	FBgn0000283	3526.31008558795	-0.120207583463016	0.117231325546224	-1.02538790637165	0.30518019220926	0.712023807834776	No-Change	
FBgn0000286	FBgn0000286	484.873825567724	-0.531569096645058	0.131464073565255	-4.04345523631748	5.26692156108679e-05	0.00113133335798027	No-Change	
FBgn0000287	FBgn0000287	0.692535396871298	0.242702972993331	2.44563619766611	0.099239197238307	0.920948353553457	NA	No-Change	
FBgn0000289	FBgn0000289	3448.76262953296	-0.180864311050208	0.102115490948497	-1.77117408309214	0.0765317576135594	0.342574572886883	No-Change	
FBgn0000299	FBgn0000299	50847.6179108074	0.63646454838171	0.132639110929241	4.79846814354212	1.59883731043185e-06	5.07675757222517e-05	No-Change	
FBgn0000303	FBgn0000303	2.69203939162257	0.740287710826949	1.08250399277294	0.683866032614468	0.494059764828916	NA	No-Change	
FBgn0000307	FBgn0000307	1642.82454444605	-0.0542395919968786	0.165584406989099	-0.327564611808221	0.743240882566852	0.93858676727052	No-Change	
FBgn0000308	FBgn0000308	16758.1169758136	0.0378313143528403	0.148844794055323	0.254166190984006	0.799367168784692	0.955443372590109	No-Change	
FBgn0000313	FBgn0000313	58.3929443931834	0.0176337429946788	0.237180794234376	0.0743472634519202	0.940734070268113	0.98971134804714	No-Change	
FBgn0000316	FBgn0000316	1.90678747168759	-0.323151511286472	1.41692104778738	-0.228065996895943	0.819594934053591	NA	No-Change	
FBgn0000317	FBgn0000317	1436.68048452464	-0.0723266801707656	0.128368194380919	-0.563431467736813	0.573141114454447	0.86877448921059	No-Change	
FBgn0000318	FBgn0000318	906.753616132792	0.254232622769678	0.140198842772277	1.81337176357885	0.0697745015697538	0.324263807979698	No-Change	
FBgn0000319	FBgn0000319	14032.9058467729	0.0247043668836928	0.120291244757115	0.205371279793258	0.837282057422993	0.963027714398607	No-Change	
FBgn0000320	FBgn0000320	1.16180797341892	-0.767106245471018	1.98252296570285	-0.386934355234094	0.698804806552451	NA	No-Change	
FBgn0000326	FBgn0000326	269.368606143896	0.160264651054978	0.14325016519396	1.1187746334392	0.263236296053483	0.668178837707014	No-Change	
FBgn0000330	FBgn0000330	227.230396667204	-0.174240187723146	0.173783555162326	-1.00262759362008	0.316040577022955	0.722987590933786	No-Change	
FBgn0000337	FBgn0000337	25.3292318266985	0.00670257505562136	0.377673811248055	0.0177469945122012	0.985840690341446	0.996656018687668	No-Change	
FBgn0000338	FBgn0000338	1832.90401100614	0.19208908505143	0.168510162592779	1.13992581869161	0.254317207521203	0.658943592040636	No-Change	
FBgn0000339	FBgn0000339	565.948672253472	0.0084403714922992	0.169453320278119	0.0498094193636706	0.960274260435311	0.990713460870893	No-Change	
FBgn0000346	FBgn0000346	94.0126752243329	0.64140761873128	0.217889756067194	2.94372544312491	0.00324287542856103	0.035247561388898	No-Change	
FBgn0000351	FBgn0000351	34.3175207607977	0.384315630549132	0.324534342653472	1.1842063536539	0.236331387655933	0.638268041921975	No-Change	
FBgn0000352	FBgn0000352	837.427425801003	0.0415755795125133	0.108311617697158	0.383851523931254	0.701088497293165	0.921121086684715	No-Change	
FBgn0000355	FBgn0000355	0.372198012999843	-0.764643527038959	2.90300739822042	-0.263397030096339	0.792244579452331	NA	No-Change	
FBgn0000357	FBgn0000357	3.41206329792148	0.391525148218859	0.919191744588365	0.425945022378539	0.670147907221256	NA	No-Change	
FBgn0000359	FBgn0000359	0.512456588636781	-1.05843459607479	2.41025956685135	-0.439137182829433	0.660562138268586	NA	No-Change	
FBgn0000360	FBgn0000360	0.655096366188273	0.0517444808641217	2.54690506862574	0.0203166115225653	0.983790804443286	NA	No-Change	
FBgn0000363	FBgn0000363	3.19839034781747	-0.0535334339290146	0.982122260748873	-0.0545079121699117	0.956530504963042	NA	No-Change	
FBgn0000370	FBgn0000370	11183.3433115426	-0.0941507384064992	0.111669984558396	-0.843115889903831	0.399163632755895	0.779569057476267	No-Change	
FBgn0000376	FBgn0000376	1250.21907629536	0.089403138860892	0.137271447101886	0.651287217760115	0.514861098072019	0.846944055826322	No-Change	
FBgn0000377	FBgn0000377	892.783145417565	0.0886093957346795	0.116984241558244	0.757447281397832	0.44878193862158	0.813681196671035	No-Change	
FBgn0000382	FBgn0000382	733.171575823204	-0.125664634241684	0.142540121024841	-0.881608864494956	0.377988359766081	0.766555564298073	No-Change	
FBgn0000384	FBgn0000384	598.77153580614	0.0211983970381539	0.164735910329348	0.128681093246597	0.89760999641609	0.978644232203653	No-Change	
FBgn0000392	FBgn0000392	1080.22701781589	0.465805178676476	0.109278559579148	4.26254866892809	2.02108461651626e-05	0.000498103354035607	No-Change	
FBgn0000394	FBgn0000394	621.778335326083	-0.188441731145463	0.127137342942102	-1.48219025806823	0.13828967798535	0.483890745476994	No-Change	
FBgn0000395	FBgn0000395	496.874906795116	-0.376217325614553	0.202303308505121	-1.85966966331166	0.0629322766162124	0.304705791634637	No-Change	
FBgn0000404	FBgn0000404	2429.45180115513	0.063708392216183	0.100998627745772	0.63078473082373	0.528181288515126	0.852083556877481	No-Change	
FBgn0000405	FBgn0000405	2318.16256844911	0.526630792179072	0.119357700469647	4.41220625151869	1.0232256809101e-05	0.000271940668424947	No-Change	
FBgn0000406	FBgn0000406	265.508207219706	-2.03319459859704	0.279509713231627	-7.27414648703872	3.48617531054516e-13	3.51854693842879e-11	Down	FBgn0000406
FBgn0000409	FBgn0000409	4201.61613133004	-0.103146529927406	0.113122784423153	-0.911810387742676	0.361868541131198	0.754020478512432	No-Change	
FBgn0000412	FBgn0000412	2799.14541301722	0.233856793940133	0.110933824665337	2.10807474316898	0.0350245247384377	0.208817103187394	No-Change	
FBgn0000413	FBgn0000413	2709.4017735386	-0.00735653577727075	0.151969941246861	-0.0484078345817134	0.961391215533385	0.990713460870893	No-Change	
FBgn0000414	FBgn0000414	2340.51087850447	-0.241932378136544	0.102299494641629	-2.36494206529632	0.0180328916201017	0.133082074860929	No-Change	
FBgn0000416	FBgn0000416	38598.4010589658	-0.370506538366433	0.0757246560947748	-4.89281242694213	9.94051370961433e-07	3.29201856367618e-05	No-Change	
FBgn0000422	FBgn0000422	6.74265395568728	0.440176694301955	0.677921762303706	0.6493030889083	0.516142489591059	0.84768100287679	No-Change	
FBgn0000426	FBgn0000426	698.185351933298	0.195364977837343	0.149455223531905	1.30718066067217	0.191151362009338	0.575474609586189	No-Change	
FBgn0000442	FBgn0000442	3.58976090424144	0.341464201662162	0.949714781499722	0.359543947629146	0.719188207186102	NA	No-Change	
FBgn0000447	FBgn0000447	619.766935722834	0.527156783575343	0.118546671265132	4.44682906697858	8.71471275574784e-06	0.000238333337881388	No-Change	
FBgn0000448	FBgn0000448	7.61962030656936	0.366694512910661	0.624460622826574	0.587217991826044	0.557057310357348	0.861919439497125	No-Change	
FBgn0000451	FBgn0000451	0.631110405153444	0.492185635996483	2.18977039239155	0.22476586481697	0.822161422551959	NA	No-Change	
FBgn0000454	FBgn0000454	2699.07549116503	-0.00834039784578939	0.141316696957449	-0.0590191960706577	0.952936818508396	0.990437458295229	No-Change	
FBgn0000455	FBgn0000455	535.580648295711	-0.162977098387982	0.167025112205417	-0.975764040724266	0.329181408313858	0.733648785406123	No-Change	
FBgn0000459	FBgn0000459	4.72119790578584	0.498060996260041	0.837874376410407	0.594433975166799	0.552221890134457	NA	No-Change	
FBgn0000463	FBgn0000463	1.32519236755264	1.09587570971081	1.61215620596798	0.679757771395865	0.496657849254237	NA	No-Change	
FBgn0000464	FBgn0000464	1545.40584906511	-0.0763284661051405	0.115789504389575	-0.659200214281363	0.509767209347814	0.843443872141055	No-Change	
FBgn0000472	FBgn0000472	2633.49958171659	-0.137034656543001	0.205335244212699	-0.66737036337051	0.504535591555481	0.839704111740748	No-Change	
FBgn0000473	FBgn0000473	16.1622106885231	0.098076003056132	0.508615605915292	0.192829323197106	0.847092637856863	0.964369569852937	No-Change	
FBgn0000477	FBgn0000477	1.55593651749315	-0.562700603761591	1.54386453068384	-0.364475374994429	0.715503058985869	NA	No-Change	
FBgn0000479	FBgn0000479	881.74363689341	-0.224079306221983	0.12014107839409	-1.86513479999698	0.0621625117539547	0.302617418928962	No-Change	
FBgn0000482	FBgn0000482	1016.7298545619	-0.0449749016778987	0.130286816404539	-0.345199176087413	0.729944638125417	0.934673107087644	No-Change	
FBgn0000489	FBgn0000489	111.800665997973	0.126222102686253	0.196414701355078	0.642630627012327	0.520463805080023	0.849638868005958	No-Change	
FBgn0000490	FBgn0000490	200.714847330613	0.863068367952773	0.205361234893428	4.20268396029398	2.63768733596222e-05	0.00062464562106949	No-Change	
FBgn0000492	FBgn0000492	0.482571247926677	-1.03168633969386	2.4409989944252	-0.422649227652302	0.672551204309978	NA	No-Change	
FBgn0000497	FBgn0000497	2.24832096409629	-3.48635521546095	1.6708077836385	-2.08662854554624	0.036921724869476	NA	NA	NA
FBgn0000499	FBgn0000499	965.304181333989	0.0239984169997371	0.131438413788256	0.182582977898669	0.855125241487036	0.966971414313827	No-Change	
FBgn0000500	FBgn0000500	4.5906580910075	0.818528504622252	0.866155578654442	0.94501325719546	0.344652107858439	NA	No-Change	
FBgn0000504	FBgn0000504	7.05381311023231	0.688437845364376	0.991581608637749	0.694282587905359	0.487505008351461	0.831849048573724	No-Change	
FBgn0000520	FBgn0000520	600.104217206869	0.107623627866157	0.19225145877267	0.559806560393476	0.575611388370277	0.869326145054354	No-Change	
FBgn0000524	FBgn0000524	891.434538067256	0.331268356436607	0.118103848840593	2.804890439123	0.00503336855231568	0.0505603063821474	No-Change	
FBgn0000527	FBgn0000527	136.818434758498	-0.578906842909482	0.208850483661783	-2.77187216787573	0.00557349192655032	0.0545006511572014	No-Change	
FBgn0000529	FBgn0000529	0.502252655783334	-0.793413175112573	2.68109137032507	-0.295929181636348	0.767284164913491	NA	No-Change	
FBgn0000533	FBgn0000533	6.69491327965049	0.339489255340008	0.736841110309797	0.460736040090479	0.644987994691807	0.902664151865318	No-Change	
FBgn0000535	FBgn0000535	177.571465950567	-0.712147688709063	0.236763728214106	-3.00784116756713	0.00263110612070472	0.0299014982457569	No-Change	
FBgn0000536	FBgn0000536	871.574573296314	0.0439958993983288	0.15222895146751	0.289011380385935	0.772572668722583	0.94760418422602	No-Change	
FBgn0000541	FBgn0000541	4907.53497226926	-0.122129659140501	0.196494813533505	-0.621541388010613	0.534243471666624	0.854244020522001	No-Change	
FBgn0000542	FBgn0000542	161.252366068971	0.0411482990643413	0.210218004771008	0.195741078929773	0.84481282996479	0.964369569852937	No-Change	
FBgn0000543	FBgn0000543	727.252014009111	0.17231578275992	0.157222752133911	1.09599775109619	0.273079758645549	0.679932509191474	No-Change	
FBgn0000546	FBgn0000546	937.51615000797	-0.127543288588755	0.135303563845957	-0.942645448230494	0.345862284989882	0.745542957575443	No-Change	
FBgn0000547	FBgn0000547	341.818021903022	0.531438981124931	0.200814714619989	2.64641454253289	0.00813500569057154	0.0732928567956063	No-Change	
FBgn0000551	FBgn0000551	1.61860903967822	0.0277786048351975	1.57948764328735	0.0175870985463252	0.985968248955178	NA	No-Change	
FBgn0000556	FBgn0000556	196243.90431698	-0.192102389618266	0.113168602269242	-1.69748840019453	0.0896043623107023	0.378885677640965	No-Change	
FBgn0000557	FBgn0000557	43.7341308235938	0.308283267389245	0.283756356682573	1.08643651544381	0.277285913646819	0.684454748689909	No-Change	
FBgn0000559	FBgn0000559	107460.019098875	0.0169186059033096	0.111994305779838	0.151066661697683	0.879923130753718	0.975590576604807	No-Change	
FBgn0000560	FBgn0000560	0.330918536227288	-0.137118926201155	3.5108451545856	-0.0390558170935169	0.968845886922772	NA	No-Change	
FBgn0000562	FBgn0000562	1459.2751425309	-0.133243880843118	0.110196444109101	-1.20914864286545	0.226605744194328	0.624125936265412	No-Change	
FBgn0000565	FBgn0000565	602.088255866095	0.743699337881112	0.181411588249516	4.09951395639742	4.14018704508049e-05	0.000918861407544303	No-Change	
FBgn0000566	FBgn0000566	798.3232117264	0.144053888162149	0.13759159077433	1.04696724088624	0.295114687371049	0.702280158444096	No-Change	
FBgn0000567	FBgn0000567	261.177919822776	-1.22641843267334	0.169246414657595	-7.24634808456371	4.28158909359437e-13	4.1723347512061e-11	Down	
FBgn0000568	FBgn0000568	3629.21943784739	-0.209078830864595	0.218401172899739	-0.957315512955494	0.338408027680147	0.739248456241249	No-Change	
FBgn0000575	FBgn0000575	1422.24769661688	0.311937287535692	0.173768319646299	1.79513324506234	0.0726324730932874	0.332493578231582	No-Change	
FBgn0000577	FBgn0000577	0.349397966457172	-1.81446498333095	3.373387030253	-0.537876314534497	0.590662441383681	NA	No-Change	
FBgn0000578	FBgn0000578	5449.57609365189	-0.325669186707768	0.112488392552624	-2.89513592751727	0.00378994380868472	0.0399144641118374	No-Change	
FBgn0000579	FBgn0000579	8747.44837739629	0.468882515881875	0.133571332274968	3.51035291702144	0.000447512308800802	0.00701295629207615	No-Change	
FBgn0000581	FBgn0000581	3447.52686953777	-0.156123629270084	0.119349362908986	-1.30812285432258	0.190831642863453	0.575388532357432	No-Change	
FBgn0000588	FBgn0000588	339.933386184802	-0.172099363196964	0.157856553872884	-1.09022627806476	0.275613480521594	0.682632511791433	No-Change	
FBgn0000592	FBgn0000592	3.23520019938391	-0.100174830828377	1.06780902664506	-0.0938134332345134	0.925257360570524	NA	No-Change	
FBgn0000594	FBgn0000594	21.505280933451	-0.396519549596516	0.465629812989884	-0.851576807443664	0.394449016556442	0.776009535528304	No-Change	
FBgn0000606	FBgn0000606	0.880100618936038	-0.171573336564612	2.07421061219464	-0.0827174133407204	0.934076238479143	NA	No-Change	
FBgn0000611	FBgn0000611	1381.11303369116	-0.21118233778131	0.113398234683112	-1.86230710179442	0.0625598150201278	0.3039439035763	No-Change	
FBgn0000615	FBgn0000615	382.457014293175	-0.0488878295611768	0.195964777589864	-0.249472533597311	0.802995284392406	0.956020078101599	No-Change	
FBgn0000617	FBgn0000617	819.388621367137	0.0645991300299409	0.161910122556057	0.3989814164187	0.689906897341085	0.919088537127838	No-Change	
FBgn0000618	FBgn0000618	151.72002665168	0.305533380935825	0.193253226164039	1.5810001571538	0.113878001802563	0.435872550465973	No-Change	
FBgn0000625	FBgn0000625	0.464091817696793	0.409327527939628	2.4554273948119	0.166703168989847	0.867603611938232	NA	No-Change	
FBgn0000629	FBgn0000629	1117.35000501314	-0.136021233194395	0.129330440865607	-1.05173408738119	0.292921567104479	0.70071865606399	No-Change	
FBgn0000630	FBgn0000630	20.7692279739226	-0.122848397076182	0.479250561175747	-0.256334383364722	0.797692649841687	0.954588919787528	No-Change	
FBgn0000633	FBgn0000633	24.6651166473495	1.06698826516329	0.382043953673001	2.79284164794439	0.00522472617255305	0.051807284784684	No-Change	
FBgn0000634	FBgn0000634	352.305103674179	0.376966590712116	0.146904666570565	2.56606273655059	0.0102860222271097	0.0878196338785865	No-Change	
FBgn0000635	FBgn0000635	153.589865339278	0.462423947176019	0.335321033231616	1.37904843820701	0.167879819851394	0.536588284075772	No-Change	
